"Language	Tweet ID	Phrase	Metaphoric lemmas	COVID metaphor label	Comment";
"sl	1322928417004806148	prejšnja vlada		n	";
"sl	1323235116731293697	boju s covid	boj	y	";
"sl	1323281603725066242	drugem valu razglašene epidemije	val	y	";
"sl	1323281603725066242	programske sheme		n	";
"sl	1323369474905563139	vojno epidemiji	vojna	y	";
"sl	1323374196240633861	Covid bibavico	bibavica	y	";
"sl	1323374196240633861	izmenièno narašèanje in padanje	narašèanje,padanje	y	not relation level";
"sl	1323374196240633861	naravni pojav	naravni pojav	y	not relation level";
"sl	1323626229199708160	valu epidemije	val	y	";
"sl	1323626229199708160	antigenskih testov		n	";
"sl	1323626229199708160	javni razpis UKC		n	";
"sl	1323682245169893379	protivirusnih napadih na delo	napad	y	";
"sl	1323682245169893379	veliko tezavo		n	";
"sl	1323682245169893379	nekompetentnih delih stanja druzbe		n	";
"sl	1323682245169893379	kadrovske menjave		n	";
"sl	1323682245169893379	ljudskem razumevanjem virusa		n	";
"sl	1323682245169893379	neutemeljeni napadi na medije	napad	n	not covid rel";
"sl	1323943975171084290	tretji val epidemije	val	y	";
"sl	1323961273453809665	valu epidemije	val	y	";
"sl	1324117270772162566	prvem valu	val	y	not relation level";
"sl	1324117270772162566	drugo smer		n	";
"sl	1324117270772162566	demokratiènih volitev		n	";
"sl	1324117270772162566	civilno vojno		n	";
"sl	1324217983326162945	eskalacijo epidemije	eskalacija	y	";
"sl	1324217983326162945	èlovekovih pravicah		n	";
"sl	1324217983326162945	elementarno pravico do kisika		n	";
"sl	1324230771708755968	zmagi nad epidemijo	zmaga	y	";
"sl	1324230771708755968	ameriških letal èez Slovenijo		n	";
"sl	1324267090656796672	deževen pondelk med karanteno		n	";
"sl	1324282274620280833	tragiènih žrtev pandemije	žrtev	y	";
"sl	1324282274620280833	vajami na temo		n	";
"sl	1324282274620280833	tržna niša	niša	n	not covid rel";
"sl	1324282274620280833	boj za oblast	boj	n	not covid rel";
"sl	1324328781717377028	drugi val karantene	val	y	";
"sl	1324328781717377028	tviter igrico na temo vedeževanja		n	";
"sl	1324328781717377028	tviter igrici		n	";
"sl	1324328781717377028	tarot karte		n	";
"sl	1324328781717377028	besednih zvez zgodbico		n	";
"sl	1324331154414149632	boj proti podnebnim spremembam	boj	n	not covid rel";
"sl	1324331154414149632	podnebnim spremembam		n	";
"sl	1324347431866245120	boja proti epidemiji	boj	y	";
"sl	1324347431866245120	zaupanju v stroko		n	";
"sl	1324347431866245120	razsežnosti epidemije	razsežnosti	y	";
"sl	1324401949928816641	boju proti covid u	boj	y	";
"sl	1324401949928816641	informative novice o zagotavljanju zdravja		n	";
"sl	1324401949928816641	zaèasni ukinitvi oddajanja programa		n	";
"sl	1324407727062474753	prvem valu epidemije	val	y	";
"sl	1324407727062474753	naèin dela		n	";
"sl	1324613216819884032	val epidemije Covid	val	y	";
"sl	1324613216819884032	Janševe vlade		n	";
"sl	1324613216819884032	prelet letal		n	";
"sl	1324613216819884032	javnim denarjem		n	";
"sl	1324613216819884032	tragièna posledica	tragièen	y	";
"sl	1324655617575915531	upor nošenju mask	upor	y	";
"sl	1324676005013917697	uspešen boj proti epidemiji	boj	y	";
"sl	1324766655109627905	odpadnih vodah kolièina virusa	voda	n	";
"sl	1324766655109627905	miške na veji		n	";
"sl	1324777930619260929	obrambo pred virusom	obramba	y	";
"sl	1324777930619260929	poglavitne hujskaèe		n	";
"sl	1324777930619260929	ljudsko neupoštevanje ukrepov		n	";
"sl	1324777930619260929	krivce za nasilje	nasilje	n	";
"sl	1325753423078322177	COVID KATASTROFE	katastrofa	y	";
"sl	1325753423078322177	PETKOVE ala		n	";
"sl	1325753423078322177	BOJ ZA OBLAST	boj	n	not covid rel";
"sl	1325756961443508224	boja proti covid19	boj	y	";
"sl	1325756961443508224	kljuènega pomena		n	";
"sl	1325756961443508224	berlinski zid		n	";
"sl	1326196114744365061	neuspešno borbo proti epidemiji	borba	y	";
"sl	1326196114744365061	potratne nabave		n	";
"sl	1326196114744365061	Represivne resorje		n	";
"sl	1326196114744365061	preverjenim kadrom		n	";
"sl	1326196114744365061	Simona za unièenje šolstva		n	";
"sl	1326771802589327360	Prvi val cepljenja	val	y	";
"sl	1326878046050275328	nakup vojaške opreme		n	";
"sl	1326878046050275328	Izkorišèanje Covid		n	";
"sl	1326931016641024008	Covid ukrepov glavni simbol upora		n	";
"sl	1326931016641024008	skorumpirani vladi		n	";
"sl	1326931016641024008	totalno oblast		n	";
"sl	1326933478227763201	zmage nad korono	zmaga	y	";
"sl	1326933478227763201	avione v nebo		n	";
"sl	1326933478227763201	smrti zaradi korone		n	";
"sl	1326933478227763201	smrti zaradi korone		n	";
"sl	1326933478227763201	prejšnjo vlado		n	";
"sl	1326933478227763201	prejšnja vlada		n	";
"sl	1326959450071191555	neprestani boj z epidemijo	boj	y	";
"sl	1327017196346863622	bodoèe žrtve pandemije	žrtev	y	";
"sl	1327017196346863622	pokvarjene glave	pokvarjen	n	not covid rel";
"sl	1327017196346863622	neposredno odgovornost		n	";
"sl	1327017196346863622	zahrbtna diverzijo	diverzija	n	not covid rel";
"sl	1327017196346863622	pika na i		n	idiomatic,not covid rel";
"sl	1327132501173805064	mutacija virusa na Danskem		n	";
"sl	1327132501173805064	prvi val Covid19	val	y	";
"sl	1327132501173805064	Skandinavske države		n	";
"sl	1327132501173805064	Narašèanje okužb	narašèanje	y	";
"sl	1327170678458638342	boj proti širjenju korone virusa	boj	y	";
"sl	1327170678458638342	predlagani ukrep		n	";
"sl	1327170678458638342	druženja na protestih proti vladi		n	";
"sl	1327170678458638342	pomembnejša oblast		n	";
"sl	1327170678458638342	prejšnji vladi		n	";
"sl	1327207200897585152	boj proti nalezljivim boleznim	boj	y	";
"sl	1327207200897585152	nalezljivim boleznim		n	";
"sl	1327207200897585152	pljuène kuge v Mandžuriji		n	";
"sl	1327207200897585152	medicinski antropolog		n	";
"sl	1327232097296265218	širitvi epidemije v drugem valu	širitev,val	y	";
"sl	1327232097296265218	šolo brez mask		n	";
"sl	1327232097296265218	dovoljšnja streznitev		n	not relation level, not covid rel";
"sl	1327322008388988929	vala epidemije	val	y	";
"sl	1327328983109799939	nošenju maske agresorske vojske		n	";
"sl	1327328983109799939	imenovanju zdravnikov za mazaèe		n	";
"sl	1327328983109799939	patološkemu lažnivcu		n	";
"sl	1327328983109799939	lažnivo izjavo		n	";
"sl	1327328983109799939	pièle <NUMBER> sek		n	";
"sl	1327328983109799939	kazenski ovadi zaradi razkrivanja podatkov		n	";
"sl	1327467350938021889	spomladanskem valu epidemije	val	y	";
"sl	1327467350938021889	pranje mozganov	pranje	n	not covid rel";
"sl	1327540003686248448	žrtve koronavirusa	žrtev	y	";
"sl	1327576446211141637	bitke s Covid	bitka	y	";
"sl	1327576446211141637	kratkega sprehoda po okolici		n	";
"sl	1327576446211141637	iz prve roke		n	idiomatic";
"sl	1327576446211141637	Vtis o odnosu ljudi		n	";
"sl	1327576446211141637	odveèno polemiko		n	";
"sl	1327662757517389824	žrtev covida	žrtev	y	";
"sl	1327662757517389824	Sožalje svojcem		n	";
"sl	1327662757517389824	krivi ljudje		n	";
"sl	1328084897479749634	val okužb zadnjih vikend izletnikov	val	y	";
"sl	1328241537499738118	bojem proti epidemiji	boj	y	";
"sl	1328241537499738118	veze z regulacijo trga		n	";
"sl	1328241537499738118	nelojalna konkurenca		n	";
"sl	1328241537499738118	zadeva fakdap		n	";
"sl	1328273828762546176	deževen ponedeljek med lockdownom		n	";
"sl	1328327495939207168	slovenske zmage nad COVID19	zmaga	y	";
"sl	1328327495939207168	izogibanju sprejetja odgovornosti		n	";
"sl	1328327495939207168	razpad sistema	razpad	y	";
"sl	1328327495939207168	pravo stroko epidemiologe		n	";
"sl	1328327495939207168	novega muzeja		n	";
"sl	1328722361743511552	boja proti pandemiji	boj	y	";
"sl	1328722361743511552	EU v èetrtek		n	";
"sl	1328722361743511552	prejšnjega zasedanja konec oktobra		n	";
"sl	1328722361743511552	bistvenih premikov	premik	y	not relation level";
"sl	1328722361743511552	tretjega vala	val	y	not relation level";
"sl	1328963843394052096	plaz okužb	plaz	y	";
"sl	1328963843394052096	drugi strani èlovek		n	";
"sl	1328963843394052096	PCR test		n	";
"sl	1329089512216039425	toèe virusa		n	";
"sl	1329089512216039425	mir denarja		n	not syntactically related";
"sl	1329103648895488008	nasprotnikov odlokov proti coroni		n	";
"sl	1329103648895488008	aretiranih oseb		n	";
"sl	1329103648895488008	Vodni topovi		n	";
"sl	1329103648895488008	pretepeni pripadniki LGTB		n	";
"sl	1329434004056137733	COVID <NUMBER> z mutacijami		n	";
"sl	1329434004056137733	X odmerkov		n	";
"sl	1329434004056137733	novimi virusi		n	";
"sl	1329434004056137733	nova cepiva		n	";
"sl	1329434004056137733	bližnjice iz izkušenj	bližnjica	y	not syntactically related";
"sl	1329434004056137733	dolgoroèna rešitev	rešitev	n	not relation level";
"sl	1329534174039040001	borbi z virusm	borba	y	";
"sl	1329534174039040001	E Janezu		n	";
"sl	1329534174039040001	ekipnem sodelovanju	ekipen	y	not relation level";
"sl	1329534174039040001	del ekipe	ekipa	y	not relation level";
"sl	1329729125746094080	žrtev zaprtja	žrtev	y	";
"sl	1329729125746094080	koline	koline	y	not relation level";
"sl	1330129028670509060	ogenj na žerjavico korona skeptikov	žerjavica,ogenj	y	elaborated idiom";
"sl	1330129028670509060	stare fotografije italijanskih trug		n	";
"sl	1330129028670509060	propagandni vojni	vojna	n	not covid rel";
"sl	1330199984206204928	svetovno vojno zaradi Covida		n	";
"sl	1330199984206204928	ljudje na dan		n	";
"sl	1330199984206204928	namen zloèin		n	";
"sl	1330199984206204928	najveèje epidemije		n	";
"sl	1330199984206204928	milijonov za orožje		n	";
"sl	1330279375254810626	vojni z virusom	vojna	y	";
"sl	1330279375254810626	SdS policisti èrni vitezi	èrni vitez	n	not covid rel";
"sl	1330279375254810626	temnega princa PV	temni princ	n	not covid rel";
"sl	1330279375254810626	SdStricom v policiji	stric	n	not covid rel";
"sl	1330279375254810626	javni upravi		n	";
"sl	1330279375254810626	kupljenimi doktorati		n	";
"sl	1330291117959618568	orožja sredi pandemije		n	";
"sl	1330291117959618568	verjeti na lepe oèi		n	idiomatic,not covid rel";
"sl	1330291117959618568	burek koalicija		n	";
"sl	1330291117959618568	investicije v vojski v letih		n	";
"sl	1330537653578723331	vdori virusa v domove	vdor	y	";
"sl	1330537653578723331	bolnišnicah razmere		n	";
"sl	1330541965990047744	vdor okužbe	vdor	y	";
"sl	1330949043900588033	boja proti posledicam COVID19	boj	y	";
"sl	1330949043900588033	veèje pristojnosti na podroèju zdravja		n	";
"sl	1330949043900588033	pravno državo		n	";
"sl	1330949043900588033	demokratièna naèela		n	";
"sl	1331165602359242753	maski za vodo		n	";
"sl	1331165602359242753	Japonske potapljaèice		n	";
"sl	1331280908637364225	na valu do cepiva	val	y	";
"sl	1331511516919705600	upora uporabe mask	upor	y	";
"sl	1331511516919705600	srednjo šolo		n	";
"sl	1331511516919705600	srednjih šolah		n	";
"sl	1331511516919705600	letnem otroku		n	";
"sl	1331516434179043333	vajeti bitke z virusom	vajeti,bitka	y	";
"sl	1331516434179043333	upad stevilk	upad	y	";
"sl	1331582590294380548	izbruha epidemije	izbruh	y	";
"sl	1331582590294380548	delne informacije		n	";
"sl	1331582590294380548	zdravstvene oblasti g		n	";
"sl	1331582590294380548	dan glede epidemije COVID		n	";
"sl	1331632145698332674	izbruhu epidemije	izbruh	y	";
"sl	1331632145698332674	Datum za zgodovino		n	";
"sl	1331645297898950656	Covid žrtve	žrtev	y	";
"sl	1331645297898950656	skrivni fond		n	";
"sl	1331680865538150400	borbi proti epidemiji	borba	y	";
"sl	1331680865538150400	današnjo pozicijo v opozocijski vlogi		n	";
"sl	1331852629786423296	Drugi val corone	val	y	";
"sl	1331852629786423296	znake upadanja pri novih okužbah	upadanje	y	";
"sl	1331914062180081665	boj s korono	boj	y	";
"sl	1331926256795971587	državi v boju proti epidemiji	boj	y	";
"sl	1331926256795971587	del dohodka		n	";
"sl	1331947514141040641	vdorov virusa	vdor	y	";
"sl	1331947514141040641	SPOROÈILO ZA JAVNOST		n	";
"sl	1331947514141040641	epidemioloških razmer v drugem valu	val	y	";
"sl	1332009634832510979	epidemija mino		n	ADVERB,spelling mistake  - mimo";
"sl	1332009634832510979	drugo leto		n	";
"sl	1332009634832510979	celotne vrednosti nakupa		n	";
"sl	1332244530360442880	boju proti epidemiji	boj	y	";
"sl	1332284291833794565	valom epidemije	val	y	";
"sl	1332284291833794565	najveèja podjetja		n	";
"sl	1332284291833794565	gospodarsko najmoènejših obmoèij	najmoènejši	n	not covid rel";
"sl	1332284291833794565	gospodarske družbe		n	";
"sl	1332430849917251586	boju proti virusu	boj	y	";
"sl	1332430849917251586	funkcija v vladi		n	";
"sl	1332435430311157762	valu spopadanja z virusom	val	y	";
"sl	1332435430311157762	Žrtve osamosvjitve		n	";
"sl	1332596986009235457	biološko orožje covid	orožje	y	";
"sl	1332596986009235457	ahilovo tetivo Zahoda	ahilova_tetiva	n	idiomatic,not covid rel";
"sl	1332596986009235457	individualnosti zahodnjakov		n	";
"sl	1332596986009235457	sposobnost grajenja skupnosti	grajenje	n	not covid rel";
"sl	1332596986009235457	sposobnost grajenja skupnosti		n	";
"sl	1333000053338857473	splošèanju krivulje v <NUMBER> valu	val	y	";
"sl	1333000053338857473	kapacitete zdravstva	kapaciteta	n	not covid rel";
"sl	1333399704885989376	bojem proti koroni	boj	y	";
"sl	1333399704885989376	boj s korono	boj	y	";
"sl	1333399704885989376	PK zakone		n	";
"sl	1333399704885989376	razprave javnosti		n	";
"sl	1333399704885989376	Deljenje milijonov prijateljem		n	";
"sl	1333399704885989376	klasiènih gimnazij		n	";
"sl	1333399704885989376	podobnih jajc	jajce	n	expressive, not covid rel";
"sl	1333485464595144709	Karantena pri zvereh		n	";
"sl	1333485464595144709	smislu odredb		n	";
"sl	1333815106942144512	boju s Korono	boj	y	";
"sl	1334065024785117189	vojno s COVIDom	vojna	y	";
"sl	1334065024785117189	kuhane žabe	kuhan,žaba	y	not relation level";
"sl	1334154602833436672	valu COVID19	val	y	";
"sl	1334154602833436672	mehanizmov za spremljanje širjenja virusa	mehanizmov	y	";
"sl	1334154602833436672	odkrivanje virov okužb	vir	y	";
"sl	1334154602833436672	trgovinskim organizacijam		n	";
"sl	1334245980271648774	bitka s èasom v logistiki cepljenja	bitka	y	";
"sl	1334245980271648774	prvo cepivo proti novemu koronavirusu		n	";
"sl	1334245980271648774	prva agencija za zdravila HA		n	";
"sl	1334245980271648774	naslednjih dneh		n	";
"sl	1334245980271648774	EU države		n	";
"sl	1334603679651991553	katastrofo pri epidemiji	katastrofa	y	";
"sl	1334603679651991553	kraje pri opremi		n	";
"sl	1334616276644278275	anarhijo v borbi proti Covid	anarhija,borba	y	";
"sl	1334616276644278275	ustavne sodnike		n	";
"sl	1334616276644278275	sokrivdo pri smrti		n	";
"sl	1334767246951010307	smrtnimi žrtvami od covid	žrtev	y	";
"sl	1334767246951010307	Sinhroniziran napad sekte	napad	n	not covid rel";
"sl	1334777803481485313	boju proti širjenju okužb	boj	y	";
"sl	1334777803481485313	plana sprošèanja ukrepov	sprošèanje	y	";
"sl	1334908085241049089	drugi val epidemije	val	y	";
"sl	1334908085241049089	stare celine		n	";
"sl	1334908085241049089	prvem valu	val	y	not relation level";
"sl	1334972161178677248	nasprotniki programa cepljenja		n	";
"sl	1334972161178677248	aktivni zagovorniki		n	";
"sl	1334972161178677248	mediji v prihodnosti		n	";
"sl	1334972161178677248	družbenega konsenza		n	";
"sl	1335151097607041024	napadi virusov	napad	y	";
"sl	1335151097607041024	imunski sistem		n	";
"sl	1335151097607041024	nevarnost v aerosolu		n	";
"sl	1335252590989352966	Corona val	val	y	";
"sl	1335252590989352966	Švedski vladi		n	";
"sl	1335359827321688064	boju z epidemijo	boj	y	";
"sl	1335359827321688064	naèin delovanja		n	";
"sl	1335587218300211208	žrtve virusa	žrtev	y	";
"sl	1335587218300211208	adventni koledar		n	";
"sl	1335587218300211208	ustavno sodišèe		n	";
"sl	1335587218300211208	uèinkovit pospešek	pospešek	n	not relation level, not covid rel";
"sl	1335628298462916612	èimprejšnji zmagi nad virusom	zmaga	y	";
"sl	1335628298462916612	vladna priporoèila		n	";
"sl	1335906190568665096	grožnja od koronavirusa	grožnja	y	";
"sl	1335906190568665096	\\n Za sindikate javnega sektorja		n	";
"sl	1336215745693442054	boja zoper covid	boj	y	";
"sl	1336215745693442054	covid boja	boj	y	";
"sl	1336215745693442054	edina država		n	";
"sl	1336215745693442054	edina država		n	";
"sl	1336215745693442054	primanjkljaj v EU		n	";
"sl	1336215745693442054	strokovni skupini za covid		n	";
"sl	1336215745693442054	neuspel lockdown		n	";
"sl	1336328216928157713	okupatorjem covid	okupator	y	";
"sl	1336328216928157713	sovraštva do komunistov		n	";
"sl	1336328216928157713	izdajalci domovine		n	";
"sl	1336346996291022852	zaèetku boja proti epidemiji	boj	y	";
"sl	1336346996291022852	zadnjem èasu		n	";
"sl	1336346996291022852	prelaganju bremena odgovornosti	prelaganje,breme	n	not covid rel";
"sl	1336440262600650755	vojska med epidemijo izven redne dejavnosti		n	";
"sl	1336658870584926212	covid fronti	fronta	y	";
"sl	1336658870584926212	zdravstvenim delavcem		n	";
"sl	1336658870584926212	razliko pri komunikaciji politikov		n	";
"sl	1336682778805608450	koncept boja proti pandemiji	boj	y	";
"sl	1336706720119328768	boju s Corono	boj	y	";
"sl	1336706720119328768	uspehih Vlade		n	";
"sl	1336706720119328768	nakup orožja		n	";
"sl	1336725136192512000	smrtonosno orožje imenovano COVID	orožje	y	";
"sl	1336933603033407488	boju zoper C19	boj	y	";
"sl	1336933603033407488	èas za osredotoèanje na bistvene stvari		n	";
"sl	1336933603033407488	medijsko svobodo	svoboda	n	not covid rel";
"sl	1336933603033407488	kadrovske menjave		n	";
"sl	1336933603033407488	èas soliranja	soliranje	n	not relation level, not covid rel";
"sl	1336961956364824576	Covid okrepov v <NUMBER> valu	val	y	";
"sl	1336961956364824576	striktno upoštevanje anti		n	";
"sl	1336961956364824576	veèji meri		n	";
"sl	1336961956364824576	nezaupanje vladi posledica		n	";
"sl	1336961956364824576	blagi obliki		n	";
"sl	1336961956364824576	velika veèina Covid		n	";
"sl	1337134644056248323	prvem korona valu	val	y	";
"sl	1337708124229275649	grozo zaradi epidemije	groza	y	";
"sl	1337708124229275649	destruktivnim delovanjem	destruktiven	n	not covid rel";
"sl	1337708124229275649	burkah ob kupovanju poslancev	burka,kupovanje	n	not covid rel";
"sl	1337708124229275649	sanjskimi ponudbami	sanjski	n	not covid rel";
"sl	1337708124229275649	KUL cirkus	cirkus	n	not covid rel";
"sl	1337715847209611264	epidemija katastrofa	katastrofa	y	";
"sl	1337715847209611264	hitri testi		n	";
"sl	1337715847209611264	stanje v zdravstvu katastrofa	katastrofa	y	";
"sl	1337790632820166658	združeno fronto proti virusu	fronta	y	";
"sl	1337790632820166658	tedna premirja	premirje	n	not covid rel";
"sl	1337790632820166658	božiènega premirja	premirje	n	not covid rel";
"sl	1337790632820166658	Turk na portalu Siol		n	";
"sl	1337845229995618306	boju zoper virus	boj	y	";
"sl	1338057426378035202	vojni proti virusu	vojna	y	";
"sl	1338057426378035202	potrebe po aplavdiranju		n	";
"sl	1338057426378035202	pravo stran	stran	y	not relation level";
"sl	1338057426378035202	na strani virusa	stran	y	";
"sl	1338191733419601921	vodilnim borcem proti kovidu	borec	y	";
"sl	1338191733419601921	desni ekstremisti		n	";
"sl	1338267169109528578	veèja grožnja od koronavirusa	grožnja	y	";
"sl	1338267169109528578	javnega sektorja		n	";
"sl	1338415212920233984	dobljenem boju s covidom	boj	y	";
"sl	1338415212920233984	intervjuju z avtorico knjige		n	";
"sl	1338415212920233984	Nato o epidemiji		n	";
"sl	1338955918709493763	borba proti virusu	borba	y	";
"sl	1338955918709493763	glavni namen		n	";
"sl	1339227995668615174	bitko z virusom	bitka	y	";
"sl	1339227995668615174	skupno <NUMBER> potrjenih primerov		n	";
"sl	1339575014157406211	boju s korono	boj	y	";
"sl	1339575014157406211	novi vladi		n	";
"sl	1339575014157406211	meseèno zalogo èistega kisika		n	";
"sl	1339575014157406211	novi aplikaciji srenoKarl		n	";
"sl	1339657474765426690	zašèitno opremo v <NUMBER> valu	val	y	not relation level";
"sl	1339657474765426690	dolgove v pogodbah		n	";
"sl	1339657474765426690	strokovno skupino za Covid		n	";
"sl	1339840858942812160	bitki z pandemijo	bitka	y	";
"sl	1339840858942812160	Heroji dela	heroj	y	";
"sl	1339840858942812160	Ekipa elektrièarjev		n	";
"sl	1339840858942812160	poškodbo napeljave		n	";
"sl	1339840858942812160	Zdravstveniki v bolnicah		n	";
"sl	1339840858942812160	Seje vlade		n	";
"sl	1339840858942812160	ukrepe za pomoè družbeni stavbi	stavba	n	not covid rel";
"sl	1339861801765355520	grozeèem valu epidemije	val	y	";
"sl	1339861801765355520	prejšnjo vlado		n	";
"sl	1339861801765355520	umazane borbe	umazan,borba	n	not covid rel";
"sl	1339880809034096641	kaotièno borbo z epidemijo	borba	y	";
"sl	1339880809034096641	\\n Z bonbonèki	bonbonèek	n	not relation level";
"sl	1339880809034096641	\\n Za kuliso	kulisa	n	not relation level";
"sl	1339880809034096641	državno premoženje		n	";
"sl	1339880809034096641	izobraževanje tone		n	VERB";
"sl	1339880809034096641	zdravstvo tone		n	VERB";
"sl	1339880809034096641	sociala tone		n	VERB";
"sl	1339880809034096641	desni borbi	borba	n	not covid rel";
"sl	1340211930896732160	pištolo v roki po cesti		n	";
"sl	1340211930896732160	nevidnega ostrostrelca v daljavi		y	extended metaphor";
"sl	1340211930896732160	pomemben detajl		n	";
"sl	1340211930896732160	debela rezina sira		y	extended metaphor";
"sl	1340235315747930114	uèinkovit boj proti covid	boj	y	";
"sl	1340235315747930114	doloèene pravice		n	";
"sl	1340235315747930114	utemeljen sum na kršitev		n	";
"sl	1340235315747930114	random kontrole		n	";
"sl	1340595248658075655	nove mutacije Covid19		n	";
"sl	1340595248658075655	Božiènimi prazniki		n	";
"sl	1340637885394014210	nov val širjenja okužb	val	y	";
"sl	1340637885394014210	verski prazniki		n	";
"sl	1340637885394014210	verski koledarji		n	";
"sl	1340637885394014210	naravna selekcija		n	";
"sl	1340791352666284032	mutacijo virusa na Otoku		n	";
"sl	1340791352666284032	kupoprodajo glasov slovenskega naroda		n	";
"sl	1341008029467238403	zmago nad pandemijo	zmaga	y	";
"sl	1341008029467238403	uèinkovita cepiva		n	";
"sl	1341008029467238403	EU raziskavam o covidu		n	";
"sl	1341008029467238403	razlago postopka razvoja		n	";
"sl	1341008029467238403	potrjevanja cepiv		n	";
"sl	1341093133900275712	vojno z virusom	vojna	y	";
"sl	1341093133900275712	šolskih klopeh		n	";
"sl	1341093133900275712	strupu v balonu v šolskih klopeh	strup,balon	y	";
"sl	1341093133900275712	šolskih klopeh		n	";
"sl	1341093133900275712	sposoben otroka		n	";
"sl	1341446877309485057	podroèju boja proti covidu	boj	y	";
"sl	1341446877309485057	nesposobni minister		n	";
"sl	1341485422971633664	izjemno bitko s COVID19	bitka	y	";
"sl	1341485422971633664	demografski sklad		n	";
"sl	1341485422971633664	problematika upokojencev		n	";
"sl	1341485422971633664	poltretjo uro dolg zoom pogovor		n	";
"sl	1341485422971633664	spoštovano evroposlanko		n	";
"sl	1341485422971633664	regijsko koordinacijo		n	";
"sl	1341732557742878723	boju za zajezitev epidemije koronavirusa	zajezitev,boj	y	";
"sl	1341732557742878723	prazne tribune		n	";
"sl	1341732557742878723	posledica spoštovanja ukrepov		n	";
"sl	1341732557742878723	gostujoèim ekipam do veèjega števila toèk		n	";
"sl	1342832901684125697	strategija boja proti epidemiji	boj	y	";
"sl	1343105700797538304	rokah vojske		n	";
"sl	1343105700797538304	logistika cepljenja		n	";
"sl	1343105700797538304	vojaške baze Pratica		n	";
"sl	1343115463841165312	nevihta sprememba v pandemiji	nevihta	y	";
"sl	1343115463841165312	vroè dan		n	";
"sl	1343115463841165312	vremenarji g		n	";
"sl	1343115463841165312	edina stalnica v življenju		n	";
"sl	1343133555468206080	izbruhu koronavirusa	izbruh	y	";
"sl	1343133555468206080	strokovnjakov za zdravstvo		n	";
"sl	1343133555468206080	uradni zgodbi via		n	";
"sl	1343488183460388867	nasprotnike cepljenja na FB		n	";
"sl	1343488183460388867	dolžino las		n	";
"sl	1343488183460388867	daljše lase		n	";
"sl	1343547188195045377	prvega izbruha koronavirusa	izbruh	y	";
"sl	1343547188195045377	šanghajsko sodišèe		n	";
"sl	1343547188195045377	leta zapora		n	";
"sl	1343547188195045377	Kitajska novinarka		n	";
"sl	1343547188195045377	<NUMBER> letna Zhang		n	";
"sl	1343547188195045377	krivo izzivanja prepirov		n	";
"sl	1343547188195045377	povzroèanja težav		n	";
"sl	1343622492640980997	prizorišèa bojev proti Covid19	prizorišèa,boj	y	";
"sl	1343622492640980997	na vrhu lestvic umrlih za covidom	lestvica	y	";
"sl	1343622492640980997	napaènih krajih RTV		n	";
"sl	1343622492640980997	skakanje v prazen bazen		n	";
"sl	1343622492640980997	sedanje koalicije		n	";
"sl	1343623284873703425	valu epidemije	val	y	";
"sl	1343623284873703425	okuženem obmoèju v Italiji		n	";
"sl	1343623284873703425	Poslanka LMŠ		n	";
"sl	1343864580590755841	uspešen boj zoper virus	boj	y	";
"sl	1343864580590755841	leglo fajonistov	leglo	n	not covid rel";
"sl	1344044705064112128	prvem valu v Vuhanu	val	y	";
"sl	1344044705064112128	telefonske naroènike		n	";
"sl	1344234509416456193	obraz boja proti epidemiji	obraz,boj	y	";
"sl	1344234509416456193	Faktor tedna		n	";
"sl	1344244125076500480	korona katastrofi	katastrofa	y	";
"sl	1344244125076500480	vladna stran		n	";
"sl	1344244125076500480	del krivde		n	";
"sl	1344244125076500480	na mestu s tendenco nazadovanja	mesto,nazadovanje	y	not relation level";
"sl	1344310576772751362	drugega vala epidemije	val	y	";
"sl	1344310576772751362	Sklep o nedopustnosti razpisa		n	";
"sl	1344310576772751362	zakonodajnega referenduma o Zakonu		n	";
"sl	1344310576772751362	interventnih ukrepih za pomoè		n	";
"sl	1344310576772751362	Zadnji korak	korak	n	not relation level, not covid rel";
"sl	1344310576772751362	pomoè v višini		n	";
"sl	1344310576772751362	mio EUR		n	";
"sl	1344567323047432194	val epidemije	val	y	";
"sl	1345387348025081857	glavni nasprotniki obveznega cepljenja		n	";
"sl	1345387348025081857	politiènih kampanjah		n	";
"sl	1345387348025081857	obvezno cepljenje fašizem	fašizem	y	";
"sl	1345387348025081857	ZDR referendum		n	";
"sl	1345415476822814721	izbruhom COVID19	izbruh	y	";
"sl	1345415476822814721	prvi medij v Sloveniji		n	";
"sl	1345785058444062720	uèinkovit boj z epidemijo	boj	y	";
"sl	1345785058444062720	jasna razprava		n	";
"sl	1346157121461743618	smrtna žrtev zaradi cepljenja	žrtev	y	";
"sl	1346157121461743618	bulšit peddlerja	bulšit peddler	n	not covid rel";
"sl	1346157121461743618	vleko iz riti		n	idiomatic,not covid rel";
"sl	1346444879811981312	izbruha epidemije covida	izbruh	y	";
"sl	1346444879811981312	cel svet		n	";
"sl	1346444879811981312	digitalni publikaciji o mobilnosti		n	";
"sl	1346459119667044353	bojni liniji na Covid oddelku	bojen,linija	y	";
"sl	1346459119667044353	naslednjih <NUMBER> dni		n	";
"sl	1346459119667044353	Super izkušnja		n	";
"sl	1346459119667044353	kaotiènih èasih		n	";
"sl	1346723578088189952	valu epidemije	val	y	";
"sl	1346723578088189952	Zdajšnja vlada pri nabavi		n	";
"sl	1346723578088189952	revizijskega poroèila raèunskega sodišèa		n	";
"sl	1346723578088189952	Prejšnja vlada		n	";
